class_name,cbo,lcom,class_length,avg_method_length,avg_cyclomatic_complexity,dit,fan_in,fan_out,label
LongMethod129,0,0.0,67,32.0,25.0,0,0,0,Long Method
LongMethod130,0,0.0,57,27.0,21.0,0,0,0,Long Method
LongMethod131,0,0.0,67,32.0,25.0,0,0,0,Long Method
LongMethod132,0,0.0,87,42.0,33.0,0,0,0,Long Method
LongMethod133,0,0.0,77,37.0,29.0,0,0,0,Long Method
LongMethod134,0,0.0,67,32.0,25.0,0,0,0,Long Method
LongMethod135,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod136,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod137,0,0.0,77,37.0,29.0,0,0,0,Long Method
LongMethod138,0,0.0,67,32.0,25.0,0,0,0,Long Method
LongMethod139,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod140,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod141,0,0.0,67,32.0,25.0,0,0,0,Long Method
LongMethod142,0,0.0,57,27.0,21.0,0,0,0,Long Method
LongMethod143,0,0.0,67,32.0,25.0,0,0,0,Long Method
LongMethod144,0,0.0,57,27.0,21.0,0,0,0,Long Method
LongMethod145,0,0.0,77,37.0,29.0,0,0,0,Long Method
LongMethod146,0,0.0,87,42.0,33.0,0,0,0,Long Method
LongMethod147,0,0.0,77,37.0,29.0,0,0,0,Long Method
LongMethod148,0,0.0,87,42.0,33.0,0,0,0,Long Method
LongMethod149,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod150,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod151,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod152,0,0.0,57,27.0,21.0,0,0,0,Long Method
LongMethod153,0,0.0,87,42.0,33.0,0,0,0,Long Method
LongMethod154,0,0.0,47,22.0,17.0,0,0,0,Long Method
LongMethod155,0,0.0,67,32.0,25.0,0,0,0,Long Method
LongMethod156,0,0.0,87,42.0,33.0,0,0,0,Long Method
LongMethod157,0,0.0,87,42.0,33.0,0,0,0,Long Method
LongMethod158,0,0.0,57,27.0,21.0,0,0,0,Long Method
LongMethod159,0,0.0,77,37.0,29.0,0,0,0,Long Method
LongMethod160,0,0.0,57,27.0,21.0,0,0,0,Long Method
Envier161,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier162,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier163,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier164,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier165,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier166,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier167,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier168,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier169,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier170,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier171,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier172,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier173,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier174,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier175,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier176,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier177,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier178,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier179,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier180,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier181,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier182,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier183,0,0.3333333333333333,16,3.6666666666666665,1.0,0,0,2,Feature Envy
Envier184,0,0.3333333333333333,17,4.0,1.0,0,0,3,Feature Envy
Envier185,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier186,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier187,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier188,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier189,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier190,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier191,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier192,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier193,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier194,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier195,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier196,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier197,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier198,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier199,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier200,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier201,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier202,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier203,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier204,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier205,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier206,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier207,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier208,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier209,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier210,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier211,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier212,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier213,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier214,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier215,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier216,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier217,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier218,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier219,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier220,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier221,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier222,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier223,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier224,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier225,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier226,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier227,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier228,0,0.0,10,3.5,1.0,0,0,3,Feature Envy
Envier229,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier230,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier231,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier232,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier233,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier234,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
Envier235,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier236,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier237,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier238,0,0.0,13,5.0,1.0,0,0,6,Feature Envy
Envier239,0,0.0,11,4.0,1.0,0,0,4,Feature Envy
Envier240,0,0.0,12,4.5,1.0,0,0,5,Feature Envy
DataRecord241,0,0.7833333333333333,56,2.5,1.5625,0,0,0,Data Class
DataRecord242,0,0.8104575163398693,63,2.5,1.5555555555555556,0,0,0,Data Class
DataRecord243,0,0.6222222222222222,35,2.5,1.6,0,0,0,Data Class
DataRecord244,0,0.7472527472527473,49,2.5,1.5714285714285714,0,0,0,Data Class
DataRecord245,0,0.7472527472527473,49,2.5,1.5714285714285714,0,0,0,Data Class
DataRecord246,0,0.696969696969697,42,2.5,1.5833333333333333,0,0,0,Data Class
DataRecord247,0,0.7833333333333333,56,2.5,1.5625,0,0,0,Data Class
DataRecord248,0,0.8104575163398693,63,2.5,1.5555555555555556,0,0,0,Data Class
DataRecord249,0,0.8104575163398693,63,2.5,1.5555555555555556,0,0,0,Data Class
DataRecord250,0,0.7472527472527473,49,2.5,1.5714285714285714,0,0,0,Data Class
DataRecord251,0,0.7833333333333333,56,2.5,1.5625,0,0,0,Data Class
DataRecord252,0,0.7833333333333333,56,2.5,1.5625,0,0,0,Data Class
DataRecord253,0,0.7833333333333333,56,2.5,1.5625,0,0,0,Data Class
DataRecord254,0,0.696969696969697,42,2.5,1.5833333333333333,0,0,0,Data Class
DataRecord255,0,0.8104575163398693,63,2.5,1.5555555555555556,0,0,0,Data Class
DataRecord256,0,0.7833333333333333,56,2.5,1.5625,0,0,0,Data Class
DataRecord257,0,0.696969696969697,42,2.5,1.5833333333333333,0,0,0,Data Class
DataRecord258,0,0.6222222222222222,35,2.5,1.6,0,0,0,Data Class
DataRecord259,0,0.7472527472527473,49,2.5,1.5714285714285714,0,0,0,Data Class
DataRecord260,0,0.8104575163398693,63,2.5,1.5555555555555556,0,0,0,Data Class
DataRecord261,0,0.8104575163398693,63,2.5,1.5555555555555556,0,0,0,Data Class
DataRecord262,0,0.7472527472527473,49,2.5,1.5714285714285714,0,0,0,Data Class
DataRecord263,0,0.6222222222222222,35,2.5,1.6,0,0,0,Data Class
DataRecord264,0,0.696969696969697,42,2.5,1.5833333333333333,0,0,0,Data Class
DataRecord265,0,0.7692307692307693,31,1.3846153846153846,1.0,0,0,0,Data Class
DataRecord266,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord267,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord268,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord269,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord270,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord271,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord272,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord273,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord274,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord275,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord276,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord277,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord278,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord279,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord280,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord281,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord282,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord283,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord284,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord285,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord286,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord287,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord288,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord289,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord290,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord291,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord292,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord293,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord294,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord295,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord296,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord297,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord298,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord299,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord300,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord301,0,0.7692307692307693,31,1.3846153846153846,1.0,0,0,0,Data Class
DataRecord302,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord303,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord304,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord305,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord306,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord307,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord308,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord309,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord310,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord311,0,0.7692307692307693,31,1.3846153846153846,1.0,0,0,0,Data Class
DataRecord312,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord313,0,0.7692307692307693,31,1.3846153846153846,1.0,0,0,0,Data Class
DataRecord314,0,0.8235294117647058,41,1.411764705882353,1.0,0,0,0,Data Class
DataRecord315,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord316,0,0.7272727272727273,26,1.3636363636363635,1.0,0,0,0,Data Class
DataRecord317,0,0.7692307692307693,31,1.3846153846153846,1.0,0,0,0,Data Class
DataRecord318,0,0.8,36,1.4,1.0,0,0,0,Data Class
DataRecord319,0,0.6666666666666666,21,1.3333333333333333,1.0,0,0,0,Data Class
DataRecord320,0,0.7692307692307693,31,1.3846153846153846,1.0,0,0,0,Data Class
Clean321,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean322,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean323,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean324,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean325,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean326,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean327,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean328,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean329,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean330,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean331,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean332,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean333,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean334,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean335,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean336,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean337,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean338,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean339,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean340,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean341,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean342,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean343,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean344,0,0.0,28,2.8333333333333335,1.6666666666666667,0,0,0,Clean
Clean345,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean346,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean347,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean348,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean349,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean350,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean351,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean352,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean353,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean354,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean355,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean356,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean357,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean358,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean359,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean360,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean361,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean362,0,0.0,14,1.75,1.0,0,0,0,Clean
Clean363,0,0.0,14,1.75,1.0,0,0,0,Clean
