library,on_test_path,our_method_length,our_method_length_plus1,radon_loc,radon_lloc,radon_sloc
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,5,6,6,2,6
Django-1.8.2,True,10,11,11,4,7
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,2,3,3,2,2
Django-1.8.2,True,2,3,3,2,3
Django-1.8.2,True,2,3,3,2,3
Django-1.8.2,True,2,3,3,2,3
Django-1.8.2,True,3,4,4,2,3
Django-1.8.2,True,11,12,12,8,8
Django-1.8.2,True,5,6,6,3,6
Django-1.8.2,True,8,9,9,5,4
Django-1.8.2,True,11,12,12,9,8
Django-1.8.2,True,12,13,13,6,5
Django-1.8.2,True,34,35,35,20,26
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,9,10,10,4,10
Django-1.8.2,True,3,4,4,2,4
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,12,13,13,10,10
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,13,14,14,11,11
Django-1.8.2,True,3,4,4,3,3
Django-1.8.2,True,3,4,4,2,2
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,6,4
Django-1.8.2,True,4,5,5,6,4
Django-1.8.2,True,3,4,4,4,3
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,7,8,8,11,7
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,5,6,6,7,5
Django-1.8.2,True,10,11,11,12,9
Django-1.8.2,True,4,5,5,6,5
Django-1.8.2,True,5,6,6,8,5
Django-1.8.2,True,8,9,9,8,9
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,8,9,9,6,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,11,12,12,11,10
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,22,23,23,18,18
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,8,9,9,7,7
Django-1.8.2,True,7,8,8,3,2
Django-1.8.2,True,5,6,6,3,4
Django-1.8.2,True,10,11,11,3,7
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,6,7,7,6,6
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,2,3,3,3,2
Django-1.8.2,True,8,9,9,7,6
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,11,12,12,8,7
Django-1.8.2,True,9,10,10,8,7
Django-1.8.2,True,9,10,10,7,6
Django-1.8.2,True,11,12,12,8,7
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,18,19,19,14,13
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,4,5,5,3,5
Django-1.8.2,True,15,16,16,11,11
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,4,5,5,4,4
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,10,11,11,8,7
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,4,5,5,4,4
Django-1.8.2,True,7,8,8,4,5
Django-1.8.2,True,6,7,7,4,4
Django-1.8.2,True,13,14,14,9,10
Django-1.8.2,True,8,9,9,4,6
Django-1.8.2,True,9,10,10,4,6
Django-1.8.2,True,10,11,11,8,7
Django-1.8.2,True,9,10,10,10,10
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,14,15,15,6,15
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,4,5,5,4,5
Django-1.8.2,True,4,5,5,4,5
Django-1.8.2,True,11,12,12,11,11
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,3
Django-1.8.2,True,3,4,4,4,3
Django-1.8.2,True,8,9,9,6,5
Django-1.8.2,True,16,17,17,8,7
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,5,6,6,3,6
Django-1.8.2,True,8,9,9,6,6
Django-1.8.2,True,2,3,3,4,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,4,5,5,3,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,17,18,18,13,13
Django-1.8.2,True,32,33,33,16,22
Django-1.8.2,True,4,5,5,6,5
Django-1.8.2,True,6,7,7,6,4
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,29,30,30,16,25
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,18,19,19,17,18
Django-1.8.2,True,10,11,11,8,10
Django-1.8.2,True,7,8,8,4,5
Django-1.8.2,True,7,8,8,4,5
Django-1.8.2,True,6,7,7,6,7
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,9,10,10,9,9
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,3,3
Django-1.8.2,True,3,4,4,3,3
Django-1.8.2,True,3,4,4,3,3
Django-1.8.2,True,14,15,15,14,14
Django-1.8.2,True,11,12,12,11,11
Django-1.8.2,True,5,6,6,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,25,26,26,21,21
Django-1.8.2,True,6,7,7,5,5
Django-1.8.2,True,8,9,9,7,7
Django-1.8.2,True,18,19,19,10,17
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,9,10,10,10,10
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,9,10,10,8,8
Django-1.8.2,True,13,14,14,10,9
Django-1.8.2,True,6,7,7,3,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,4,5,5,4,4
Django-1.8.2,True,4,5,5,3,2
Django-1.8.2,True,4,5,5,3,2
Django-1.8.2,True,16,17,17,12,11
Django-1.8.2,True,25,26,26,16,15
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,13,14,14,8,7
Django-1.8.2,True,8,9,9,6,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,6,7,7,4,7
Django-1.8.2,True,4,5,5,3,5
Django-1.8.2,True,16,17,17,5,13
Django-1.8.2,True,18,19,19,5,15
Django-1.8.2,True,16,17,17,5,16
Django-1.8.2,True,6,7,7,3,4
Django-1.8.2,True,7,8,8,3,4
Django-1.8.2,True,7,8,8,3,5
Django-1.8.2,True,7,8,8,3,5
Django-1.8.2,True,7,8,8,3,5
Django-1.8.2,True,7,8,8,3,5
Django-1.8.2,True,7,8,8,3,5
Django-1.8.2,True,7,8,8,3,5
Django-1.8.2,True,7,8,8,4,5
Django-1.8.2,True,7,8,8,4,5
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,3,4,4,5,4
Django-1.8.2,True,11,12,12,10,8
Django-1.8.2,True,12,13,13,11,9
Django-1.8.2,True,16,17,17,13,12
Django-1.8.2,True,38,39,39,19,17
Django-1.8.2,True,10,11,11,10,6
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,17,18,18,9,15
Django-1.8.2,True,9,10,10,2,10
Django-1.8.2,True,9,10,10,5,10
Django-1.8.2,True,43,44,44,21,40
Django-1.8.2,True,13,14,14,8,12
Django-1.8.2,True,16,17,17,11,15
Django-1.8.2,True,10,11,11,5,11
Django-1.8.2,True,7,8,8,5,8
Django-1.8.2,True,13,14,14,10,12
Django-1.8.2,True,4,5,5,4,5
Django-1.8.2,True,13,14,14,13,13
Django-1.8.2,True,31,32,32,23,23
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,10,11,11,7,7
Django-1.8.2,True,11,12,12,7,7
Django-1.8.2,True,35,36,36,20,31
Django-1.8.2,True,22,23,23,17,17
Django-1.8.2,True,31,32,32,5,32
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,20,21,21,9,21
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,8,9,9,9,9
Django-1.8.2,True,8,9,9,7,7
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,4,5,5,5,4
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,8,9,9,6,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,6,7,7,6,6
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,6,7,7,5,5
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,13,14,14,8,12
Django-1.8.2,True,14,15,15,13,11
Django-1.8.2,True,11,12,12,13,10
Django-1.8.2,True,13,14,14,13,11
Django-1.8.2,True,5,6,6,4,4
Django-1.8.2,True,7,8,8,7,7
Django-1.8.2,True,11,12,12,7,7
Django-1.8.2,True,10,11,11,6,6
Django-1.8.2,True,1,2,2,3,2
Django-1.8.2,True,10,11,11,7,7
Django-1.8.2,True,11,12,12,11,11
Django-1.8.2,True,11,12,12,10,10
Django-1.8.2,True,11,12,12,12,11
Django-1.8.2,True,8,9,9,11,9
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,2,3
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,30,31,31,17,18
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,9,10,10,9,9
Django-1.8.2,True,17,18,18,12,11
Django-1.8.2,True,17,18,18,12,11
Django-1.8.2,True,10,11,11,8,8
Django-1.8.2,True,8,9,9,7,7
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,7,8,8,6,6
Django-1.8.2,True,7,8,8,7,7
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,5,4
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,6,5
Django-1.8.2,True,3,4,4,5,4
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,12,13,13,13,13
Django-1.8.2,True,8,9,9,9,9
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,8,9,9,7,9
Django-1.8.2,True,11,12,12,8,12
Django-1.8.2,True,19,20,20,10,20
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,5,6,6,3,6
Django-1.8.2,True,11,12,12,5,11
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,5,6,6,5,6
Django-1.8.2,True,5,6,6,5,6
Django-1.8.2,True,3,4,4,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,4,5,5,4,4
Django-1.8.2,True,6,7,7,6,6
Django-1.8.2,True,6,7,7,6,6
Django-1.8.2,True,7,8,8,6,6
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,6,7,7,6,6
Django-1.8.2,True,6,7,7,6,6
Django-1.8.2,True,7,8,8,6,6
Django-1.8.2,True,11,12,12,10,10
Django-1.8.2,True,18,19,19,11,10
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,8,9,9,7,7
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,16,17,17,13,13
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,11,12,12,9,9
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,30,31,31,4,31
Django-1.8.2,True,35,36,36,19,24
Django-1.8.2,True,7,8,8,5,8
Django-1.8.2,True,35,36,36,16,30
Django-1.8.2,True,15,16,16,10,13
Django-1.8.2,True,5,6,6,5,6
Django-1.8.2,True,4,5,5,5,4
Django-1.8.2,True,6,7,7,4,7
Django-1.8.2,True,11,12,12,4,12
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,7,8,8,9,8
Django-1.8.2,True,9,10,10,7,8
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,9,10,10,10,10
Django-1.8.2,True,3,4,4,3,2
Django-1.8.2,True,5,6,6,4,5
Django-1.8.2,True,9,10,10,8,9
Django-1.8.2,True,5,6,6,4,5
Django-1.8.2,True,10,11,11,4,6
Django-1.8.2,True,29,30,30,14,26
Django-1.8.2,True,13,14,14,13,12
Django-1.8.2,True,4,5,5,5,4
Django-1.8.2,True,5,6,6,6,5
Django-1.8.2,True,7,8,8,8,8
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,8,9,9,9,9
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,23,24,24,19,19
Django-1.8.2,True,28,29,29,21,21
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,5,6,6,4,6
Django-1.8.2,True,8,9,9,5,9
Django-1.8.2,True,5,6,6,4,6
Django-1.8.2,True,8,9,9,5,9
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,9,10,10,6,7
Django-1.8.2,True,6,7,7,6,6
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,11,12,12,9,9
Django-1.8.2,True,9,10,10,8,8
Django-1.8.2,True,11,12,12,12,12
Django-1.8.2,True,16,17,17,9,15
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,7,8,8,5,7
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,5,6,6,4,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,11,12,12,8,10
Django-1.8.2,True,13,14,14,8,9
Django-1.8.2,True,9,10,10,6,8
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,11,12,12,9,9
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,16,17,17,6,14
Django-1.8.2,True,16,17,17,5,12
Django-1.8.2,True,10,11,11,4,8
Django-1.8.2,True,32,33,33,29,28
Django-1.8.2,True,8,9,9,3,9
Django-1.8.2,True,8,9,9,3,9
Django-1.8.2,True,30,31,31,15,24
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,8,9,9,3,9
Django-1.8.2,True,7,8,8,3,8
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,5,6,6,5,5
Django-1.8.2,True,4,5,5,4,4
Django-1.8.2,True,30,31,31,26,23
Django-1.8.2,True,20,21,21,17,18
Django-1.8.2,True,10,11,11,12,10
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,7,8,8,4,8
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,4,5,5,5,5
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,5,4
Django-1.8.2,True,6,7,7,7,7
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,30,31,31,8,29
Django-1.8.2,True,9,10,10,6,9
Django-1.8.2,True,4,5,5,2,5
Django-1.8.2,True,12,13,13,4,13
Django-1.8.2,True,12,13,13,4,13
Django-1.8.2,True,5,6,6,4,4
Django-1.8.2,True,10,11,11,4,11
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,11,12,12,9,9
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,15,16,16,9,12
Django-1.8.2,True,10,11,11,4,7
Django-1.8.2,True,12,13,13,4,9
Django-1.8.2,True,5,6,6,4,3
Django-1.8.2,True,9,10,10,8,8
Django-1.8.2,True,9,10,10,8,9
Django-1.8.2,True,3,4,4,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,13,14,14,9,9
Django-1.8.2,True,8,9,9,7,9
Django-1.8.2,True,11,12,12,10,11
Django-1.8.2,True,12,13,13,11,12
Django-1.8.2,True,13,14,14,12,13
Django-1.8.2,True,4,5,5,3,2
Django-1.8.2,True,10,11,11,4,6
Django-1.8.2,True,14,15,15,4,7
Django-1.8.2,True,3,4,4,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,4,5,5,5,4
Django-1.8.2,True,17,18,18,18,17
Django-1.8.2,True,16,17,17,17,16
Django-1.8.2,True,16,17,17,13,14
Django-1.8.2,True,13,14,14,14,13
Django-1.8.2,True,13,14,14,14,13
Django-1.8.2,True,11,12,12,12,12
Django-1.8.2,True,13,14,14,14,13
Django-1.8.2,True,12,13,13,13,12
Django-1.8.2,True,15,16,16,16,15
Django-1.8.2,True,12,13,13,10,9
Django-1.8.2,True,17,18,18,18,17
Django-1.8.2,True,15,16,16,16,15
Django-1.8.2,True,4,5,5,5,4
Django-1.8.2,True,4,5,5,5,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,17,18,18,13,13
Django-1.8.2,True,23,24,24,16,16
Django-1.8.2,True,18,19,19,13,13
Django-1.8.2,True,31,32,32,24,23
Django-1.8.2,True,38,39,39,29,28
Django-1.8.2,True,20,21,21,16,15
Django-1.8.2,True,11,12,12,8,7
Django-1.8.2,True,11,12,12,8,7
Django-1.8.2,True,11,12,12,8,7
Django-1.8.2,True,11,12,12,8,7
Django-1.8.2,True,11,12,12,8,7
Django-1.8.2,True,16,17,17,8,11
Django-1.8.2,True,13,14,14,8,7
Django-1.8.2,True,13,14,14,8,7
Django-1.8.2,True,8,9,9,7,6
Django-1.8.2,True,13,14,14,9,8
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,14,15,15,7,11
Django-1.8.2,True,18,19,19,9,15
Django-1.8.2,True,9,10,10,6,5
Django-1.8.2,True,9,10,10,6,5
Django-1.8.2,True,9,10,10,6,5
Django-1.8.2,True,11,12,12,6,7
Django-1.8.2,True,4,5,5,5,4
Django-1.8.2,True,8,9,9,6,5
Django-1.8.2,True,3,4,4,4,3
Django-1.8.2,True,8,9,9,5,5
Django-1.8.2,True,6,7,7,5,6
Django-1.8.2,True,14,15,15,10,9
Django-1.8.2,True,10,11,11,7,6
Django-1.8.2,True,9,10,10,7,6
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,17,18,18,10,16
Django-1.8.2,True,16,17,17,13,12
Django-1.8.2,True,12,13,13,5,4
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,9,10,10,5,4
Django-1.8.2,True,8,9,9,5,4
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,3,4,4,3,3
Django-1.8.2,True,8,9,9,7,6
Django-1.8.2,True,10,11,11,5,4
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,8,9,9,6,9
Django-1.8.2,True,6,7,7,6,7
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,14,15,15,14,14
Django-1.8.2,True,10,11,11,6,11
Django-1.8.2,True,9,10,10,4,3
Django-1.8.2,True,5,6,6,4,3
Django-1.8.2,True,6,7,7,4,3
Django-1.8.2,True,10,11,11,11,10
Django-1.8.2,True,8,9,9,8,7
Django-1.8.2,True,3,4,4,4,4
Django-1.8.2,True,5,6,6,6,6
Django-1.8.2,True,6,7,7,6,7
Django-1.8.2,True,8,9,9,4,9
Django-1.8.2,True,13,14,14,9,9
Django-1.8.2,True,13,14,14,9,9
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,3,4,4,5,4
Django-1.8.2,True,2,3,3,3,3
Django-1.8.2,True,7,8,8,5,4
Django-1.8.2,True,3,4,4,3,4
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,1,2,2,2,2
Django-1.8.2,True,28,29,29,12,19
Django-1.8.2,True,20,21,21,15,17
Django-1.8.2,True,10,11,11,5,4
Django-1.8.2,True,20,21,21,13,12
Django-1.8.2,True,5,6,6,3,5
Django-1.8.2,True,5,6,6,3,5
matplotlib-1.4.3,False,14,15,15,11,12
matplotlib-1.4.3,False,12,13,13,11,11
matplotlib-1.4.3,False,45,46,46,37,37
matplotlib-1.4.3,False,11,12,12,8,8
matplotlib-1.4.3,False,7,8,8,3,2
matplotlib-1.4.3,False,6,7,7,3,2
matplotlib-1.4.3,False,6,7,7,3,2
matplotlib-1.4.3,False,6,7,7,3,2
matplotlib-1.4.3,False,6,7,7,3,2
matplotlib-1.4.3,False,6,7,7,3,2
matplotlib-1.4.3,False,6,7,7,3,2
matplotlib-1.4.3,False,6,7,7,3,2
matplotlib-1.4.3,False,40,41,41,17,22
matplotlib-1.4.3,False,9,10,10,6,5
matplotlib-1.4.3,False,31,32,32,16,15
matplotlib-1.4.3,False,8,9,9,3,2
matplotlib-1.4.3,False,1,2,2,2,2
matplotlib-1.4.3,False,13,14,14,9,12
matplotlib-1.4.3,False,1,2,2,2,2
matplotlib-1.4.3,False,13,14,14,2,14
matplotlib-1.4.3,False,1,2,2,2,2
matplotlib-1.4.3,False,26,27,27,3,27
matplotlib-1.4.3,False,6,7,7,3,7
matplotlib-1.4.3,False,7,8,8,2,8
matplotlib-1.4.3,False,1,2,2,2,2
matplotlib-1.4.3,False,31,32,32,22,26
matplotlib-1.4.3,False,3,4,4,2,4
matplotlib-1.4.3,False,11,12,12,4,11
matplotlib-1.4.3,False,4,5,5,5,5
matplotlib-1.4.3,False,12,13,13,10,10
matplotlib-1.4.3,False,3,4,4,2,4
matplotlib-1.4.3,False,5,6,6,4,5
matplotlib-1.4.3,False,1,2,2,2,2
matplotlib-1.4.3,False,3,4,4,4,4
matplotlib-1.4.3,False,13,14,14,3,2
matplotlib-1.4.3,False,1,2,2,2,2
matplotlib-1.4.3,False,23,24,24,19,22
matplotlib-1.4.3,False,12,13,13,9,11
matplotlib-1.4.3,False,6,7,7,4,4
